DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,MT,2019,79.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,MT,2020,88.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,MT,2021,112.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2000,60.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2001,70.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2002,79.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2003,90.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2004,93.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2005,95.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2006,98.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2007,106.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2008,108.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2009,116.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2010,118.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2011,121.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2012,117.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2013,116.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2014,114.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2015,112.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2016,114.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2017,118.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2018,124.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2019,127.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2020,133.2,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NL,2021,132.3,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2000,62.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2001,65.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2002,82.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2003,81.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2004,79.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2005,89.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2006,87.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2007,92.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2008,94.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2009,93.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2010,102.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2011,109.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2012,123.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2013,120.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2014,123.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2015,103.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2016,105.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2017,104.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2018,102.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2019,104.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2020,98.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,NO,2021,107.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2001,26.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2002,25.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2003,27.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2004,26.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2005,35.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2006,42.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2007,49.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2008,59.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2009,47.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2010,54.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2011,49.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2012,54.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2013,53.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2014,55.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2015,57.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2016,56.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2017,61.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2018,65.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2019,71.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2020,76.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PL,2021,78.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2000,34.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2001,35.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2002,50.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2003,60.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2004,52.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2005,57.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2006,61.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2007,57.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2008,61.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2009,62.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2010,68.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2011,69.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2012,54.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2013,61.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2014,57.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2015,60.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2016,62.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2017,62.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2018,67.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2019,67.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2020,70.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,PT,2021,72.1,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2001,,c
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2002,5.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2003,6.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2004,7.5,b
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2005,11.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2006,16.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2007,23.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2008,23.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2009,19.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2010,21.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2011,22.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2012,22.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2013,29.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2014,29.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2015,28.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2016,33.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2017,46.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2018,42.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2019,47.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2020,48.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,RO,2021,56.3,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2001,81.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2002,86.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2003,88.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2004,88.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2005,87.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2006,97.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2007,105.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2008,101.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2009,93.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2010,109.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2011,119.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2012,125.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2013,133.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2014,127.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2015,124.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2016,128.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2017,129.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2018,123.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2019,123.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2020,123.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SE,2021,133.4,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2000,63.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2001,68.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2002,70.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2003,74.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2004,78.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2005,82.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2006,80.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2007,86.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2008,97.8,b
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2009,99.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2010,102.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2011,99.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2012,96.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2013,96.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2014,94.2,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2015,92.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2016,96.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2017,95.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2018,100.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2019,105.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2020,107.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SI,2021,112.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2001,21.1,e
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2002,21.4,e
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2003,17.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2004,18.9,p
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2005,20.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2006,26.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2007,28.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2008,33.9,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2009,41.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2010,38.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2011,40.7,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2012,41.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2013,44.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2014,44.3,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2015,48.8,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2016,39.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2017,41.6,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2018,46.1,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2019,56.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2020,54.0,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,EUR_HAB,SK,2021,53.5,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2000,606,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2001,646,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2002,658,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2003,693,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2004,712,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2005,695,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2006,709,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2007,723,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2008,775,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2009,826,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2010,823,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2011,843,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2012,879,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2013,894,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2014,961,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2015,1009,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2016,1019,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2017,1047,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2018,1065,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2019,1076,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2020,1082,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,AT,2021,1127,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2001,707,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2002,797,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2003,836,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2004,837,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2005,865,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2006,952,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2007,917,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2008,1012,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2009,990,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2010,1037,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2011,1056,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2012,1172,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2013,1119,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2014,1085,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2015,1028,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2016,1134,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2017,1141,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2018,1163,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2019,1173,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2020,1202,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BE,2021,1324,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2000,56,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2001,56,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2002,67,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2003,88,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2004,116,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2005,138,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2006,172,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2007,240,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2008,265,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2009,257,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2010,210,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2011,254,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2012,248,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2013,266,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2014,284,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2015,304,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2016,300,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2017,332,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2018,341,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2019,416,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2020,441,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,BG,2021,506,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2000,743,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2001,782,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2002,840,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2003,850,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2004,886,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2005,926,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2006,932,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2007,932,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2008,934,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2009,1017,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2010,1149,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2011,1478,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2012,1508,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2013,1499,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2014,1550,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2015,1798,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2016,1744,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2017,1739,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2018,1712,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2019,1839,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2020,1957,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CH,2021,1973,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2000,14,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2001,15,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2002,17,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2003,20,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2004,20,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2005,22,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2006,23,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2007,25,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2008,25,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2009,26,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2010,26,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2011,26,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2012,26,
ESTAT:SDG_16_30(1.0),24/02/23 23:00:00,A,MIO_EUR,CY,2013,26,
